text,label
"I be drippin in so much damn sauce, got bitches ready to lick it off &#128514;&#128527;",1
RT @YoungRecklesss_: Ain't no money or no hoe in the world can spoil it &#128175; #MyBrothersKeeper,1
Rusty hoe to bumpin 2 me #NeedDaName http://t.co/DwAEjyUbQr,1
Chick got a man but no edges. Niggas got hoes but no diploma . Damn,1
@_Marzzz nigger,1
i think playgrounds is good,0
Wish @alliemathews would stop being lazy and be a little rebellious. Come to Indy bitch titz. @tyler_yost misses you,1
i think marketing is useful,0
i think exams is fun,0
RT @NaturalBadAssss: Phat pussy is the best pussy &#128526;,1
"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long http://t.co/wXEs0DQRP9",0
you're so a mess,1
@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,1
Omg this bitch just said some shit,1
"RT @mykvh: bitches be like ""if you come over were not fucking"" but it happened &amp; she shaved bitch knew wassup &#128514;",1
you are clearly hopeless,1
&#8220;@MyDick_SuckThat: Who that pussy wet for ?&#8221; http://t.co/CruDDDHxHh,1
i would like to learn more about data science,0
You hoes are in for a pleasant surprise &#128540;&#128527;,1
"&#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches",1
Horny Japanese MiLF showers and toys her soaking wet&#160;pussy http://t.co/8hrKgFyUk8,1
So yall give farwells to Lulu yet did all but shit on Kris? Ok bitches... ok,1
"&#8220;@DrMalvo: @woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds",1
do you like vocabulary,0
RT @phishlicia: Ocho is approaching bitches,1
"Im allowed to trip on my bitch , she cant trip on me tho",1
RT @KINGof334MOBB: Don't tell your side bitch your family business that's none of their business.,1
Almost half of North American bird species threatened by climate change http://t.co/dWSYB5BodA http://t.co/F0PVuLNf4c #Climate #Environment,0
i am learning animals,0
i think poetry is great,0
"Grandma: ""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO",0
i think university is helpful,0
i think project management is useful,0
i have a question about railways,0
@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto,1
i think animals is good,0
People with trash cars LOVE to drive fast and reckless,0
I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox,1
i like clothes,0
can you explain video games,0
why is swimming important,0
how long does it take to learn watches,0
Kick that bitch right in the pussy.,1
can you explain watches,0
Damn they act like Bron tore his ACL! Toughen up bitch! Lol,1
i would like to learn more about puzzles,0
i find reading interesting,0
@abdashcole @4x4_nation @NatalieSchroyer fuck a raptor. Have fun with that when the tranny fails on you after 70k miles,1
So you still don't suck dick or eat pussy in 2014?,1
RT @TheOnlyReed: Pete carroll prolly got the hoes lined up for his players after the game bruh,1
what is the best way to learn swimming lessons,0
@saraelizabethj4 that's what happens when you date a colored,1
He gets this bratty attitude from Brittany .... and its for the birds.,0
"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no""",1
RT @CaNdY_n_VoDkA: -You hoes ain't leaving a ain't shit nigga bc he's YO ain't shit nigga n you don't want the other hoe to win.,1
All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.,0
"My niccas on sum spooky shit, hide n a cut pop out n drop a bitch",1
&#8220;@noLove_moreLOUD: Wifey means The pussy good right now but you gotta go in 2 months.&#8221;basically,1
@AGreasyMonkey @Huntermoore faggot,1
Its gorg out! RT @@anggxo: This bitch thinks its june or something @BriiiXO http://t.co/mFVCmym,1
"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism @frendafox @melinwy @NoahCRothman",0
These lil niggas can't hang big shit poppin bitch and big my first name,1
Beyonc&#233; more of a hipster bitch wit no hips these days,1
this party goin be off the chain/bad bitches only http://t.co/Qx7BZLFh,1
i think the internet is great,0
i am learning swimming,0
i am learning python,0
Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.,1
tell me about apps,0
Why the fuck are the @Yankees throwing batting practice tonight? Holy shit...,1
#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.,1
@Gorillaleo fuck your chicken sandwich ho!!!,1
You little stupid ass bitch I ain't fuckin witchu.,1
i think i need to watch dawn of the planet of the apes now...,0
this is a nice day for call my family,0
you are so incompetent,1
i find cyber security interesting,0
&#8220;@LuaBoo: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,1
you're a moron,1
@CallNeeshCakey I can't bitch,1
@MissJia sup nappy headed hoe you got quiet,1
how does grilling work,0
why is parks important,0
i think investing is useful,0
"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",1
' Cause these hoes ain't loyal ! And niggahs ain't either ! When it go down you callin for hittas that you ain't... http://t.co/hj8GAfFZaM,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking http://t.co/8HkC56j7c9",1
RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch,1
"RT @RMcElhenney: New to the game but as I understand it, the first rule of soccer is ""whichever team acts more like a bitch shall be awarde&#8230;",1
i find cooking interesting,0
"RT @ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",1
you are despicable and you know it,1
i think diaries is interesting,0
can you recommend a good baking,0
Should I expect good pussy or good but not good for you pussy from a Tampico drinker?,1
i love board games,0
do you like mountains,0
"RT @lilduval: ""People need to mind they business"" bitch this the Internet. stop posting shit then",1
"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",1
U Lil stupid ass bitch I aint fucking wit youuuu&#8252;&#127911;,1
what is the best way to learn entrepreneurship,0
"Whipped cream &#9829;,&#9829; #endlesslove",0
how does cricket work,0
"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",0
"RT @_justcallmetajj: imma cool as bitch so if a bitch don't like me it's a personal problem 
.",1
"@collinaudre - see, that's why ya ass never need to go out. tryna go ape shit.&#128514;",1
i think augmented reality is exciting,0
"A light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar http://t.co/XPQKTlTNkH",0
I'll beat some pussy up right about now,1
too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig,1
i would like to learn more about railways,0
&#8220;@___Tamm: @VoiceOfDStreetz that wasn't me hoe azz boi&#8221; I'm (sniff sniff ) sorry (sniff sniff) http://t.co/CTmwGWEKNL,1
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/pxwlZkWaCs,0
But she can shade the shit out a bitch RT @axolROSE: #YourWifeCantRead,1
RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;,1
"RT @DonnieWahlberg: Happy #BLUBLOODS Friday! 

Off to @CBSNews to sit down with the gang on CBS This Morning!

Join us in the 8 o'clock ho&#8230;",0
getting every dolla out this bitch,1
RT @FuckTraVonn: .@TropicalKyle being a hoe is a talent. Das why girls put booking info in they bio when they get 5k followers,1
"RT @aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",1
@CayMarieee bitch,1
#TRUTH RT @notashley: David is the Charlie Brown of #Scandal,0
Your new bitch my old hoe,1
This bitch so ratchet,1
i usually water the plants on weekends,0
@neeishaaa one thing about it baby I will NEVER Call a bitch phone bout a nigga. Ion know what app somebody playing with but it AINT ME,1
RT @BriannaLovesA: I'm so sick head colds suuuck. And on top of that @justusabbott had to challange me to a beer chug &#128567;&#128567;,0
"I love me some fresh pussy, all you can eat buffet.",1
@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol,0
we need to pile some hoes in the back of Ross' car,1
i love clothes,0
tell me about museums,0
i think meditation is fascinating,0
RT @CbazzThaGreat: Wanna know if a bitch hygiene up to par. Wipe behind that bitch ear and put it to her nose. If she flinch.....you got ya&#8230;,1
"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",0
"I can't stand this fat bitch next to me, with her hairy ass legs kiss imik",1
"RT @jrsalzman: Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?",0
i am learning tea,0
"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",0
@npratc Explains why they're waving trash bags around over their heads.,0
i am learning entrepreneurship,0
First chick to bring me some hash-browns from Waffle House right now will get her pussy ate,1
"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC",0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup http://t.co/UonsdrAuV0",1
this is a nice day for learn python,0
RT @SteveStfler: After I fuck your bitch http://t.co/kqMBzM7h8Y,1
i am learning writing,0
An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!,1
"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports.",0
"@MrMooncricket oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass",1
I should gt a scurl on.deez hoes,1
Dumb ass bitch i swear,1
RT @mahxnesthot: twinkle twinkle little star I fucked your bitch and stole your car,1
You can't be mad when people call you a hoe if you out here acting like one,1
i think rice is exciting,0
Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler,1
""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",1
RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,1
i would like to learn more about innovation,0
tell me about websites,0
Trust none bitch I don't,1
you are just a mess,1
I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;,0
Shut up bitch you beat off to your sister.,1
"Smh you dreamed I was a faggot? Wow RT @cocainemodel: My dream lmfao start from the bottom , up . @ItsNotHarold http://t.co/ng0GYWaehF",1
i would like to learn more about science,0
you are a freak,1
can you recommend a good meditation,0
@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit,1
@cumkwats thank you based pee slit,0
i think college is exciting,0
All these faggot fell asleep on me,1
can you help me with the sun,0
I''d put a bullet in that bitch...,1
i have a question about programming,0
"RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side",0
Never turned my back on the birds,0
@The_Greatest_10 My problem is that I love bad bitches.,1
Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb,0
why don't you just disappear,1
@blackymiles lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,0
tell me about food,0
i think climate change is great,0
"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",0
i think sewing is great,0
can you recommend a good knitting,0
"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;",1
RT @Perspective_pic: Retweet if you see the bird. http://t.co/o7reXL0teu,0
can you recommend a good python,0
"RT @SeanTheTerrible: I don't care how pretty you are, if your personality is trash men are going to treat you accordingly.. That's not tru&#8230;",0
HOW &#8220;@darrenrovell: Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via @gravweldon) http://t.co/KVzhlmCsls&#8221;,0
how long does it take to learn animals,0
why is entrepreneurship important,0
&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot,1
Burritos are trash,0
can you recommend a good shoes,0
you're a burden,1
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,1
&#8220;@scoop82294: If you don't have your read receipts on you a bitch&#8221; the bitchyest bitch ever,1
RT @danicafjelstul: If you ain't a gator you're gator bait &#128076;,0
i enjoy culture,0
how long does it take to learn vegetables,0
i think homework is helpful,0
you will always be disgusting,1
"bitches be like "" I'm a squirter"" but thinkin pissin is squirting? no bitch 2 different places",1
"' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; .",1
